"id","priority","name","details","created_at","updated_at","disable"
368,False,"iis (deemed to be university)","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""Gurukul Marg, S.F.S., Mansarovar, Jaipur"", ""comment"": ""IIS (Deemed to be University)"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iisuniv.ac.in"", ""district"": {""id"": 527, ""name"": ""jaipur"", ""created"": ""2023-01-11T15:33:24.33822Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.33822Z"", ""priority"": false}, ""shortname"": ""IIS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:31.284352+00","2024-02-03 11:12:45.609972+00",False
369,False,"ims unison university","{""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}, ""address"": ""Makkawala Greens, Musssoorie Diversion Road, Dehradun"", ""comment"": ""IMS UNISON UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iuu.ac"", ""district"": {""id"": 705, ""name"": ""dehradun"", ""created"": ""2023-01-11T15:33:24.582387Z"", ""details"": {""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.582387Z"", ""priority"": false}, ""shortname"": ""IMSUU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.28659+00","2024-02-03 12:37:10.158483+00",False
370,False,"indian agricultural research institute (krishi pusha)","{""state"": {""id"": 16, ""name"": ""delhi"", ""created"": ""2023-01-11T15:30:33.843285Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""7""}, ""updated"": ""2023-01-11T15:30:33.843285Z"", ""priority"": false}, ""address"": ""Pusa, New Delhi"", ""comment"": ""Indian Agricultural Research Institute (KRISHI PUSHA)"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iari.res.in"", ""district"": {""id"": 146, ""name"": ""new delhi"", ""created"": ""2023-01-11T15:33:23.815773Z"", ""details"": {""state"": {""id"": 16, ""name"": ""delhi"", ""created"": ""2023-01-11T15:30:33.843285Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""7""}, ""updated"": ""2023-01-11T15:30:33.843285Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.815773Z"", ""priority"": false}, ""shortname"": ""IGRI"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed UniversitY"", ""qualification_type"": null}","2023-01-11 15:38:31.288772+00","2024-02-03 12:37:30.260921+00",False
371,False,"indian association for the cultivation of science","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""2 A & B Raja SC Mullick Road, Jadavpur, Kolkata-700032, Kolkata"", ""comment"": ""INDIAN ASSOCIATION FOR THE CULTIVATION OF SCIENCE"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""iacs.res.in"", ""district"": {""id"": 725, ""name"": ""kolkata"", ""created"": ""2023-01-11T15:33:24.608962Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.608962Z"", ""priority"": false}, ""shortname"": ""IACS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:31.291006+00","2024-02-03 12:37:58.461205+00",False
372,False,"indian institute of engineering science and technology","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""P.O. - Botanic Garden, Shibpur, Howrah"", ""comment"": ""INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiests.ac.in"", ""district"": {""id"": 721, ""name"": ""howrah"", ""created"": ""2023-01-11T15:33:24.603642Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.603642Z"", ""priority"": false}, ""shortname"": ""IIEST"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.293258+00","2024-02-03 12:38:09.94896+00",False
373,False,"indian institute of foreign trade","{""state"": {""id"": 16, ""name"": ""delhi"", ""created"": ""2023-01-11T15:30:33.843285Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""7""}, ""updated"": ""2023-01-11T15:30:33.843285Z"", ""priority"": false}, ""address"": ""B-21,, Qutub Institutional ARea, New Delhi"", ""comment"": ""Indian Institute of Foreign Trade"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iift.edu"", ""district"": {""id"": 146, ""name"": ""new delhi"", ""created"": ""2023-01-11T15:33:23.815773Z"", ""details"": {""state"": {""id"": 16, ""name"": ""delhi"", ""created"": ""2023-01-11T15:30:33.843285Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""7""}, ""updated"": ""2023-01-11T15:30:33.843285Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.815773Z"", ""priority"": false}, ""shortname"": ""IIFT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:31.295532+00","2024-02-03 12:38:24.185682+00",False
374,False,"indian institute of information technology - bhopal","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""6C95+3FC, C/O, Maulana Azad National Institute of Technology, Madhya Pradesh 462003"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://iiitbhopal.ac.in/#!/"", ""district"": {""id"": 323, ""name"": ""bhopal"", ""created"": ""2023-01-11T15:33:24.056266Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.056266Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.297757+00","2023-08-14 04:37:21.264882+00",False
375,False,"indian institute of information technology - agartala","{""state"": {""id"": 39, ""name"": ""tripura"", ""created"": ""2023-01-11T15:30:33.877633Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""16""}, ""updated"": ""2023-01-11T15:30:33.877633Z"", ""priority"": false}, ""address"": ""NIT AGARTALA, BARJALA, , JIRANIA"", ""comment"": ""Indian Institute of Information Technology Agartala"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitagartala.ac.in"", ""district"": {""id"": 626, ""name"": ""west tripura"", ""created"": ""2023-01-11T15:33:24.477162Z"", ""details"": {""state"": {""id"": 39, ""name"": ""tripura"", ""created"": ""2023-01-11T15:30:33.877633Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""16""}, ""updated"": ""2023-01-11T15:30:33.877633Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.477162Z"", ""priority"": false}, ""shortname"": ""IIIT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.299961+00","2024-02-03 12:39:37.823404+00",False
376,False,"indian institute of information technology - bhagalpur","{""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}, ""address"": ""Registrar, IIIT Bhagalpur, Bhagalpur College of Engineering Campus, Sabour, Bhagalpur"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHAGALPUR"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitbh.ac.in"", ""district"": {""id"": 80, ""name"": ""bhagalpur"", ""created"": ""2023-01-11T15:33:23.72341Z"", ""details"": {""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.72341Z"", ""priority"": false}, ""shortname"": ""IIIT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.302179+00","2024-02-03 12:39:22.277+00",False
377,False,"indian institute of information technology design and manufacturing","{""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}, ""address"": ""Jagannathagattu Hill, ,"", ""comment"": ""Indian Institute of Information Technology Design And Manufacturing"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitk.ac.in"", ""district"": {""id"": 10, ""name"": ""kurnool"", ""created"": ""2023-01-11T15:33:23.617419Z"", ""details"": {""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.617419Z"", ""priority"": false}, ""shortname"": ""IIITDM"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.304358+00","2024-02-03 12:39:31.957117+00",False
378,False,"indian institute of information technology - raichur","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""Indian Institute of Information Technology Raichur, Transit in Government Engineering College, Yeramaras Camp"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://iiitr.ac.in/"", ""district"": {""id"": 289, ""name"": ""raichur"", ""created"": ""2023-01-11T15:33:24.010288Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.010288Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.30658+00","2023-08-14 04:36:18.087813+00",False
379,False,"indian institute of information technology - surat","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""No.601, 6thFloor, CRC Building, SVNIT Campus, Ichchanath, Surat"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitsurat.ac.in"", ""district"": {""id"": 185, ""name"": ""surat"", ""created"": ""2023-01-11T15:33:23.867604Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.867604Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.308751+00","2023-08-14 04:35:57.501203+00",False
380,False,"indian institute of information technology - allahabad","{""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}, ""address"": ""IIITA ,Deoghat Jhalwa, U.P., Allahabad"", ""comment"": ""Indian Institute of Information Technology"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiita.ac.in"", ""district"": {""id"": 686, ""name"": ""prayagraj"", ""created"": ""2023-01-11T15:33:24.557195Z"", ""details"": {""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.557195Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.3107+00","2023-08-14 04:35:33.478441+00",False
381,False,"indian institute of information technology - sri city","{""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}, ""address"": ""630, Gnan Marg, Sri City, Chittoor District, Sri City"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiits.ac.in"", ""district"": {""id"": 5, ""name"": ""chittoor"", ""created"": ""2023-01-11T15:33:23.610107Z"", ""details"": {""state"": {""id"": 11, ""name"": ""andhra pradesh"", ""created"": ""2023-01-11T15:30:33.832202Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""37""}, ""updated"": ""2023-01-11T15:30:33.832202Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.610107Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.31264+00","2023-08-14 04:34:55.368201+00",False
382,False,"indian institute of information technology, design and manufacturing - kancheepuram","{""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}, ""address"": ""Melakkottaiyur, Vandalur- Kelambakkam Road, Chennai-600127"", ""comment"": ""Indian Institute of Information Technology"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitdm.ac.in"", ""district"": {""id"": 557, ""name"": ""kanchipuram"", ""created"": ""2023-01-11T15:33:24.379208Z"", ""details"": {""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.379208Z"", ""priority"": false}, ""shortname"": ""IIITDM"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.314587+00","2024-02-03 12:39:11.616692+00",False
383,False,"indian institute of information technology - dharwad","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""IIIT Dharwad, Itigatti Road, Behind Sattur KHB Colony, Dharwad"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""http://www.iiitdwd.ac.in"", ""district"": {""id"": 279, ""name"": ""dharwad"", ""created"": ""2023-01-11T15:33:23.997074Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.997074Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.316415+00","2023-08-14 04:33:30.789934+00",False
384,False,"indian institute of information technology - guwahati","{""state"": {""id"": 13, ""name"": ""assam"", ""created"": ""2023-01-11T15:30:33.838103Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""18""}, ""updated"": ""2023-01-11T15:30:33.838103Z"", ""priority"": false}, ""address"": ""NH - 37, BONGORA, , GUWAHATI"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.iiitg.ac.in"", ""district"": {""id"": 61, ""name"": ""kamrup metropolitan"", ""created"": ""2023-01-11T15:33:23.696467Z"", ""details"": {""state"": {""id"": 13, ""name"": ""assam"", ""created"": ""2023-01-11T15:30:33.838103Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""18""}, ""updated"": ""2023-01-11T15:30:33.838103Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.696467Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.31824+00","2023-08-14 04:33:12.123838+00",False
385,False,"indian institute of information technology - kalyani","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""C/o WEBEL IT Park, Near Buddha Park, Kalyani ? 741235., Kalyani"", ""comment"": ""INDIAN INSTITUTE OF INFORMATION TECHNOLOGY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""http://www.iiitkalyani.ac.in"", ""district"": {""id"": 728, ""name"": ""nadia"", ""created"": ""2023-01-11T15:33:24.612904Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.612904Z"", ""priority"": false}, ""shortname"": ""iiit"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.320094+00","2023-08-14 04:32:56.40935+00",False
