"id","priority","name","details","created_at","updated_at","disable"
1039,False,"surajmal university","{""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}, ""address"": ""VGM6+P4Q, Dophariya, Uttarakhand 263148"", ""comment"": ""SURAJMAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://www.smu.ac.in/"", ""district"": {""id"": 712, ""name"": ""udham singh nagar"", ""created"": ""2023-01-11T15:33:24.591698Z"", ""details"": {""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.591698Z"", ""priority"": false}, ""shortname"": ""SU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.618254+00","2024-02-05 06:52:13.358024+00",False
1040,False,"surendranagar university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""kothariya wadhwan road,, wadhvan, wadhvan"", ""comment"": ""SURENDRANAGAR UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.suni.ac.in"", ""district"": {""id"": 186, ""name"": ""surendranagar"", ""created"": ""2023-01-11T15:33:23.868916Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.868916Z"", ""priority"": false}, ""shortname"": ""SU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.620137+00","2024-02-05 06:52:21.339282+00",False
1041,False,"suresh gyan vihar univeristy","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""Mahal,, Jagatpura, Jaipur"", ""comment"": ""Suresh Gyan Vihar Univeristy"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.gyanvihar.org"", ""district"": {""id"": 527, ""name"": ""jaipur"", ""created"": ""2023-01-11T15:33:24.33822Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.33822Z"", ""priority"": false}, ""shortname"": ""SGVU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.622011+00","2024-02-05 06:55:00.022995+00",False
1042,False,"sushant university","{""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}, ""address"": ""Sec 55, Golf Course Road, Gurugram"", ""comment"": ""Sushant University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.sushantuniversity.edu.in"", ""district"": {""id"": 195, ""name"": ""gurugram"", ""created"": ""2023-01-11T15:33:23.880749Z"", ""details"": {""state"": {""id"": 19, ""name"": ""haryana"", ""created"": ""2023-01-11T15:30:33.847893Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""6""}, ""updated"": ""2023-01-11T15:30:33.847893Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.880749Z"", ""priority"": false}, ""shortname"": ""SU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.623886+00","2024-02-05 06:55:11.975605+00",False
1043,False,"swami keshwanand rajasthan agricultural university","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""Beechwal, Sriganganagar Road, Bikaner"", ""comment"": ""Swami Keshwanand Rajasthan Agricultural University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.raubikaner.org"", ""district"": {""id"": 519, ""name"": ""bikaner"", ""created"": ""2023-01-11T15:33:24.324885Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.324885Z"", ""priority"": false}, ""shortname"": ""SKRAU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:32.625752+00","2024-02-05 06:55:58.031649+00",False
1044,False,"swami rama himalayan university","{""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}, ""address"": ""Swami Ram Nagar, , Jolly Grant"", ""comment"": ""SWAMI RAMA HIMALAYAN UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.srhu.edu.in"", ""district"": {""id"": 705, ""name"": ""dehradun"", ""created"": ""2023-01-11T15:33:24.582387Z"", ""details"": {""state"": {""id"": 41, ""name"": ""uttarakhand"", ""created"": ""2023-01-11T15:30:33.880636Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""5""}, ""updated"": ""2023-01-11T15:30:33.880636Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.582387Z"", ""priority"": false}, ""shortname"": ""SRHU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.627631+00","2024-02-03 10:52:49.960816+00",False
1045,False,"swami ramanand teerth marathwada university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""\""Dnyanteerth\"", Vishnupuri,, Nanded"", ""comment"": ""Swami Ramanand Teerth Marathwada University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.srtmun.ac.in"", ""district"": {""id"": 389, ""name"": ""nanded"", ""created"": ""2023-01-11T15:33:24.1481Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.1481Z"", ""priority"": false}, ""shortname"": ""SRTMU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:32.629525+00","2024-02-05 06:56:19.709511+00",False
1046,False,"swami vivekanand subharti university","{""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}, ""address"": ""Subhartipuram, NH-58, Delhi-Haridwar ByPass Road, Meerut, Subhartipuram, NH-58, Delhi-Haridwar ByPass Road, Meerut, Meerut"", ""comment"": ""Swami Vivekanand Subharti University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.subharti.org"", ""district"": {""id"": 680, ""name"": ""meerut"", ""created"": ""2023-01-11T15:33:24.549189Z"", ""details"": {""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.549189Z"", ""priority"": false}, ""shortname"": ""SVSU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.631405+00","2024-02-05 06:56:32.559162+00",False
1047,False,"swami vivekananda university - sagar","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""NH-26 NARSHINGHPUR ROAD, SIRONJA, SAGAR"", ""comment"": ""SWAMI VIVEKANANDA UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.svnuniversity.co.in"", ""district"": {""id"": 356, ""name"": ""sagar"", ""created"": ""2023-01-11T15:33:24.104475Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.104475Z"", ""priority"": false}, ""shortname"": ""SVU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.633282+00","2023-08-14 05:45:48.322962+00",False
1048,False,"swami vivekananda university - kolkata","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""Barrackpore ? Barasat Road, Sewli Telinipara, Barakanthalia, Barrackpore"", ""comment"": ""SWAMI VIVEKANANDA UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.swamivivekanandauniversity.ac.in"", ""district"": {""id"": 729, ""name"": ""north 24 parganas"", ""created"": ""2023-01-11T15:33:24.614219Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.614219Z"", ""priority"": false}, ""shortname"": ""SVU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.635171+00","2024-02-05 06:56:41.18025+00",False
1049,False,"swami vivekananda yoga anusandhana samsthan","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""Eknath Bhavan, #19, Gavipuram Circle, Kempegowda Nagar, Bangalore, Kempegowda Nagar, Bengaluru Urban"", ""comment"": ""Swami Vivekananda Yoga Anusandhana Samsthan"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.svyasa.edu.in"", ""district"": {""id"": 268, ""name"": ""bangalore rural"", ""created"": ""2023-01-11T15:33:23.98258Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.98258Z"", ""priority"": false}, ""shortname"": ""SVYAS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:32.637052+00","2024-02-05 06:57:02.060414+00",False
1050,False,"swaminarayan university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""SHREE SWAMINARAYAN VISHVAMANGAL GURUKUL AHMEDABAD-MEHSANA HIGHWAY AT & PO- SAIJ, TAL, DIST, Kalol, Gujarat 382725"", ""comment"": ""SWAMINARAYAN UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://www.swaminarayanuniversity.ac.in/"", ""district"": {""id"": 169, ""name"": ""gandhinagar"", ""created"": ""2023-01-11T15:33:23.846555Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.846555Z"", ""priority"": false}, ""shortname"": ""SU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:32.638959+00","2024-02-05 06:57:13.819701+00",False
1051,False,"swarnim gujarat sports university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""Government Commerce College Campus, Opposite Youth Hostel, Gandhinagar"", ""comment"": ""SWARNIM GUJARAT SPORTS UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.sgsu.gujarat.gov.in"", ""district"": {""id"": 169, ""name"": ""gandhinagar"", ""created"": ""2023-01-11T15:33:23.846555Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.846555Z"", ""priority"": false}, ""shortname"": ""SGSU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:32.640841+00","2024-02-05 06:57:22.995738+00",False
1052,False,"swarnim startup & innovation university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""AT & PO: BHOYAN RATHOD VILLAGE, OPP. IFFCO , ADALAJ-KALOL HIGHWAY ROAD, GANDHINAGAR"", ""comment"": ""Swarnim Startup & Innovation University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.startupuniversity.ac.in"", ""district"": {""id"": 169, ""name"": ""gandhinagar"", ""created"": ""2023-01-11T15:33:23.846555Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.846555Z"", ""priority"": false}, ""shortname"": ""SSIU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.642711+00","2024-02-05 06:57:45.437256+00",False
1053,False,"symbiosis international (deemed university)","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Gram:Lavale, Taluka: Mulshi, Pune"", ""comment"": ""Symbiosis International (Deemed University)"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.siu.edu.in"", ""district"": {""id"": 395, ""name"": ""pune"", ""created"": ""2023-01-11T15:33:24.156021Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.156021Z"", ""priority"": false}, ""shortname"": ""SIU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:32.644594+00","2024-02-05 06:58:01.915945+00",False
1054,False,"symbiosis skills and professional university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Symbiosis Skills & Professional University (SSPU), Village - Kiwale, Adjoining Pune Mumbai Expressway, Pune 412 101, Maharashtra, India., Pune"", ""comment"": ""SYMBIOSIS SKILLS AND PROFESSIONAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.sspu.ac.in"", ""district"": {""id"": 395, ""name"": ""pune"", ""created"": ""2023-01-11T15:33:24.156021Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.156021Z"", ""priority"": false}, ""shortname"": ""SSPU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.646461+00","2024-02-05 06:58:22.737237+00",False
1055,False,"symbiosis university of applied sciences","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""Symbiosis University of Applied Sciences, Bada Bangadda, Super Corridor, Near Airport, Indore"", ""comment"": ""Symbiosis University of Applied Sciences"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.suas.ac.in"", ""district"": {""id"": 337, ""name"": ""indore"", ""created"": ""2023-01-11T15:33:24.079355Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.079355Z"", ""priority"": false}, ""shortname"": ""SUAS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:32.648365+00","2024-02-05 06:58:37.704677+00",False
1056,False,"t.m. bhagalpur university","{""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}, ""address"": ""University Road, Sarai, Bhagalpur, T.M. Bhagalpur University, Bhagalpur-812 007, Bhagalpur"", ""comment"": ""T.M. Bhagalpur University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.tmbuniv.ac.in"", ""district"": {""id"": 80, ""name"": ""bhagalpur"", ""created"": ""2023-01-11T15:33:23.72341Z"", ""details"": {""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.72341Z"", ""priority"": false}, ""shortname"": ""TMBU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:32.650233+00","2024-02-05 06:58:48.726047+00",True
