"id","name","degrees","qualification_type","created_at"
469,"polymer nanotechnology","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-01-11 16:31:27.50901+00"
470,"food and beverage management","[{""id"": 82, ""name"": ""master of hotel management""}]","masters","2023-01-11 16:31:27.510593+00"
471,"petroleum technology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.512188+00"
472,"computer applications","[{""id"": 56, ""name"": ""master of commerce"", ""created"": ""2023-01-11T16:34:38.694951Z"", ""details"": {""shortname"": ""m com"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:30.062534Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.513769+00"
473,"english","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.515354+00"
474,"library and information science","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.516943+00"
475,"banking and finance","[{""id"": 56, ""name"": ""master of commerce"", ""created"": ""2023-01-11T16:34:38.694951Z"", ""details"": {""shortname"": ""m com"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:30.062534Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.518526+00"
476,"travel tourism management","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.520124+00"
477,"materia medica","[{""id"": 111, ""name"": ""doctor of medicine in homoeopathy""}]","masters","2023-01-11 16:31:27.521719+00"
478,"public administration","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.523302+00"
479,"experience design","[{""id"": 74, ""name"": ""master of design""}]","masters","2023-01-11 16:31:27.524906+00"
480,"molecular biology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.526492+00"
481,"applied electronics","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-01-11 16:31:27.528085+00"
482,"biotechnology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.529674+00"
483,"industrial chemistry","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.531288+00"
484,"industrial engineering and management","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.532885+00"
485,"computer science","[{""id"": 112, ""name"": ""master of computer management""}]","masters","2023-01-11 16:31:27.534475+00"
486,"educational management and administration","[{""id"": 114, ""name"": ""post graduate diploma in educational management and administration""}]","masters","2023-01-11 16:31:27.536071+00"
487,"human resource development and management","[{""id"": 58, ""name"": ""master of social work""}]","masters","2023-01-11 16:31:27.537657+00"
488,"international business","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.539242+00"
489,"defence technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.540838+00"
490,"hospital management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.542423+00"
491,"nanoscience and technology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.544013+00"
492,"data analytics","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.545612+00"
493,"economics","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.547209+00"
494,"geoinformatics","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.548811+00"
495,"operations management","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.55058+00"
496,"sports management","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-01-11 16:31:27.552171+00"
497,"biotechnology","[{""id"": 104, ""name"": ""integrated master of technology""}]","masters","2023-01-11 16:31:27.553772+00"
498,"journalism","[{""id"": 71, ""name"": ""master of communication journalism""}]","masters","2023-01-11 16:31:27.555359+00"
499,"german","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.556955+00"
500,"highway technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.558726+00"
501,"digital business and analytics","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.560356+00"
502,"history","[{""id"": 87, ""name"": ""master of philosophy"", ""created"": ""2023-01-11T16:34:38.752839Z"", ""details"": {""shortname"": ""m phil"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.752839Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.561949+00"
503,"economics","[{""id"": 66, ""name"": ""master in marketing"", ""created"": ""2023-01-11T16:34:38.718125Z"", ""details"": {""shortname"": ""master in marketing"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.718125Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.563553+00"
504,"operational research","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.565142+00"
505,"human resource management","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.566737+00"
506,"mathematics","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""m sc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:05.784053Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.568339+00"
507,"forensic science","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.569964+00"
508,"polymer chemistry","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.571567+00"
509,"product management program","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-01-11 16:31:27.573339+00"
510,"biophysics","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.574956+00"
511,"finance","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.57656+00"
512,"corporate secretaryship","[{""id"": 56, ""name"": ""master of commerce""}]","masters","2023-01-11 16:31:27.578166+00"
513,"arts","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.57977+00"
514,"public health strategist","[{""id"": 90, ""name"": ""master of public health""}]","masters","2023-01-11 16:31:27.58136+00"
515,"human development and family studies","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.582951+00"
516,"financial management","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-01-11 16:31:27.584555+00"
517,"operations research","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.586219+00"
518,"cyber security","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.587824+00"
519,"psychology","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""m sc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:05.784053Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.589422+00"
520,"physical oceanography","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.591023+00"
521,"software engineering","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.592636+00"
522,"supply chain management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.594285+00"
523,"finance and human resource management","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.595889+00"
524,"green energy technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.59749+00"
525,"advanced computing","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-01-11 16:31:27.599093+00"
526,"kannada","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.601228+00"
527,"interior designing","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.603011+00"
528,"urdu","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.604624+00"
529,"sanskrit","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.606224+00"
530,"electronics and telecommunication","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.607831+00"
531,"economics","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-01-11 16:31:27.609646+00"
532,"information technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.611226+00"
533,"computer science","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-05-09 03:22:24.497709+00"
534,"arts","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-05-09 04:34:39.201564+00"
535,"industrial electronics","[{""id"": 63, ""name"": ""diploma"", ""created"": ""2023-01-11T16:34:38.712726Z"", ""details"": {""shortname"": ""diploma"", ""qualification_type"": {""id"": 4, ""name"": ""diploma""}}, ""updated"": ""2023-01-11T16:34:38.712726Z"", ""priority"": false}]","diploma","2023-05-09 04:50:47.761849+00"
536,"hotel management","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-05-09 05:00:16.671676+00"
537,"physics","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""m sc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:05.784053Z"", ""priority"": false}]","masters","2023-05-09 06:05:06.627185+00"
538,"law ","[{""id"": 24, ""name"": ""bachelor of law"", ""created"": ""2023-01-11T16:34:38.642803Z"", ""details"": {""shortname"": ""llb"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.642803Z"", ""priority"": true}]","degree","2023-05-09 06:33:52.122788+00"
540,"computer science","[{""id"": 10, ""name"": ""bachelor of commerce"", ""created"": ""2023-01-11T16:34:38.619095Z"", ""details"": {""shortname"": ""b com"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.619095Z"", ""priority"": true}]","degree","2023-05-09 07:33:30.719391+00"
542,"computer science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-05-09 07:46:48.530234+00"
543,"computer science","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""m sc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:05.784053Z"", ""priority"": false}]","masters","2023-05-09 08:25:37.056627+00"
544,"agricultural engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-05-09 09:32:37.793362+00"
545,"tamil","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-05-09 09:41:27.003115+00"
546,"computer network and information security","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-09 10:45:55.785938+00"
547,"software engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-11 05:49:39.972542+00"
548,"banking and finance","[{""id"": 45, ""name"": ""bachelor of vocation"", ""created"": ""2023-01-11T16:34:38.677256Z"", ""details"": {""shortname"": ""bvoc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.677256Z"", ""priority"": true}]","degree","2023-05-11 07:05:49.005328+00"
549,"hospital and health care","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-05-11 08:10:14.520966+00"
550,"civil engineering","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-05-11 09:41:02.560339+00"
551,"biotechnology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-05-11 09:46:14.392319+00"
552,"medical laboratory technology","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""bsc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-09T04:58:44.338501Z"", ""priority"": true}]","degree","2023-05-11 10:41:03.144881+00"
553,"nautical science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""bsc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-09T04:58:44.338501Z"", ""priority"": true}]","degree","2023-05-11 10:42:45.005963+00"
554,"chemistry","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-11 12:03:46.896853+00"
555,"business analytics","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-05-11 12:36:45.570724+00"
556,"printing technology","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-05-12 05:31:49.338292+00"
557,"printing technology","[{""id"": 63, ""name"": ""diploma"", ""created"": ""2023-01-11T16:34:38.712726Z"", ""details"": {""shortname"": ""diploma"", ""qualification_type"": {""id"": 4, ""name"": ""diploma""}}, ""updated"": ""2023-01-11T16:34:38.712726Z"", ""priority"": false}]","diploma","2023-05-12 05:32:01.208563+00"
558,"nanotechnology","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-05-12 06:07:38.958963+00"
559,"zoology","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-12 06:31:33.061451+00"
560,"computer science","[{""id"": 72, ""name"": ""master of computer application"", ""created"": ""2023-01-11T16:34:38.728142Z"", ""details"": {""shortname"": ""mca"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.728142Z"", ""priority"": false}]","masters","2023-05-12 06:50:33.149064+00"
562,"computer science","[{""id"": 97, ""name"": ""bachelor of computer science""}]","degree","2023-05-12 07:26:49.018113+00"
563,"electrical engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-12 07:34:31.21421+00"
564,"embedded system technologies","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-05-12 08:19:31.476255+00"
565,"aquaculture","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-05-12 09:26:44.681321+00"
566,"aviation","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-12 09:27:38.752868+00"
567,"statistics","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-12 10:05:44.848776+00"
568,"science","[{""id"": 28, ""name"": ""bachelor of nursing"", ""created"": ""2023-01-11T16:34:38.649518Z"", ""details"": {""shortname"": ""bng"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.649518Z"", ""priority"": true}]","degree","2023-05-12 10:23:24.528634+00"
569,"criminology","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-05-12 10:25:28.800871+00"
570,"system management","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-05-12 10:38:53.759095+00"
571,"human resource management","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-05-12 11:53:46.043268+00"
573,"metallurgical engineering","[{""id"": 63, ""name"": ""diploma"", ""created"": ""2023-01-11T16:34:38.712726Z"", ""details"": {""shortname"": ""diploma"", ""qualification_type"": {""id"": 4, ""name"": ""diploma""}}, ""updated"": ""2023-01-11T16:34:38.712726Z"", ""priority"": false}]","diploma","2023-05-12 11:59:32.715006+00"
574,"microbiology","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-13 05:37:13.514844+00"
576,"life science","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-13 07:03:12.166318+00"
577,"electronics and communication engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-13 09:26:31.625645+00"
578,"bioinformatics","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-13 09:28:36.091196+00"
579,"finance","[{""id"": 99, ""name"": ""bachelor of management studies"", ""created"": ""2023-05-13T09:32:08.917049Z"", ""details"": {""shortname"": ""BMS"", ""qualification_type"": {""id"": 3, ""name"": ""degree"", ""created"": ""2023-01-10T05:33:03.632278Z"", ""details"": {}, ""updated"": ""2023-01-10T05:33:03.632278Z"", ""priority"": true}}, ""updated"": ""2023-05-13T09:32:08.917049Z"", ""priority"": false}]","degree","2023-05-13 09:33:17.742293+00"
580,"construction engineering and management","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-13 09:35:42.979304+00"
582,"structural engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-13 10:33:20.947066+00"
583,"financial accounting","[{""id"": 13, ""name"": ""bachelor of computer application"", ""created"": ""2023-01-11T16:34:38.624444Z"", ""details"": {""shortname"": ""bca"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.624444Z"", ""priority"": true}]","degree","2023-05-13 12:11:53.881404+00"
584,"chemical engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 05:06:07.00315+00"
586,"geotechnical engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 05:18:32.832145+00"
587,"power electronics","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-05-15 05:19:23.156985+00"
588,"accounting and finance","[{""id"": 56, ""name"": ""master of commerce"", ""created"": ""2023-01-11T16:34:38.694951Z"", ""details"": {""shortname"": ""mcom"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:41.510792Z"", ""priority"": false}]","masters","2023-05-15 07:45:55.2865+00"
589,"data science","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 08:32:47.661951+00"
590,"power and energy systems","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 08:34:25.499822+00"
591,"information technology","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-05-15 08:38:30.332264+00"
592,"digital communication","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 08:39:59.741669+00"
593,"environmental engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 08:41:09.787801+00"
